sigPos,sigNeg,pdPos,hwPos,cccPos,pdNeg,hwNeg,cccNeg,si
1.00000,0.00000,2.50000,4.50000,0.03750,0.00000,0.00000,0.00000,0.23595
1.00000,0.00000,2.50000,4.00000,0.02863,0.00000,0.00000,0.00000,0.40687
0.00000,0.00000,26.50000,NaN,0.00880,0.00000,0.00000,0.00000,0.49564
1.00000,0.00000,1.00000,1.50000,0.04058,0.00000,0.00000,0.00000,0.08573
1.00000,0.00000,2.00000,2.00000,0.03094,0.00000,0.00000,0.00000,0.27253
1.00000,0.00000,2.00000,1.00000,0.07563,0.00000,0.00000,0.00000,0.13502
1.00000,0.00000,1.50000,2.50000,0.05594,0.00000,0.00000,0.00000,0.15227
1.00000,0.00000,1.00000,2.00000,0.03721,0.00000,0.00000,0.00000,0.25574
1.00000,0.00000,0.50000,2.00000,0.03868,0.00000,0.00000,0.00000,0.16847
0.00000,0.00000,1.50000,NaN,0.02458,0.00000,0.00000,0.00000,0.18918
1.00000,0.00000,1.00000,1.50000,0.01922,0.00000,0.00000,0.00000,0.43422
1.00000,0.00000,1.00000,1.00000,0.03099,0.00000,0.00000,0.00000,0.11432
1.00000,0.00000,1.00000,1.00000,0.05478,0.00000,0.00000,0.00000,0.18888
1.00000,0.00000,1.00000,1.00000,0.03217,0.00000,0.00000,0.00000,0.21886
1.00000,0.00000,1.50000,2.50000,0.02817,0.00000,0.00000,0.00000,0.12602
1.00000,0.00000,1.50000,2.00000,0.03110,0.00000,0.00000,0.00000,0.09556
1.00000,0.00000,1.50000,1.50000,0.01533,0.00000,0.00000,0.00000,0.34389
1.00000,0.00000,1.00000,2.50000,0.02303,0.00000,0.00000,0.00000,0.31152
1.00000,0.00000,1.50000,2.00000,0.01787,0.00000,0.00000,0.00000,0.12796
1.00000,0.00000,2.00000,2.00000,0.02419,0.00000,0.00000,0.00000,0.33895
1.00000,0.00000,-1.50000,3.00000,0.04513,0.00000,0.00000,0.00000,0.54823
1.00000,0.00000,2.00000,1.50000,0.02029,0.00000,0.00000,0.00000,0.52279
1.00000,0.00000,0.50000,1.50000,0.07953,0.00000,0.00000,0.00000,0.30254
1.00000,0.00000,-0.50000,2.00000,0.03393,0.00000,0.00000,0.00000,0.32418
1.00000,0.00000,-0.50000,1.00000,0.04184,0.00000,0.00000,0.00000,0.26163
0.00000,0.00000,2.00000,NaN,0.00903,0.00000,0.00000,0.00000,0.31008
0.00000,0.00000,2.00000,NaN,0.00898,0.00000,0.00000,0.00000,0.29492
0.00000,0.00000,1.00000,NaN,0.00881,0.00000,0.00000,0.00000,0.32861
1.00000,0.00000,-2.00000,1.50000,0.03871,0.00000,0.00000,0.00000,0.35047
1.00000,0.00000,0.50000,2.50000,0.06636,0.00000,0.00000,0.00000,0.34027
0.00000,0.00000,-2.00000,NaN,0.00723,0.00000,0.00000,0.00000,0.36004
0.00000,0.00000,-1.00000,NaN,0.01212,0.00000,0.00000,0.00000,0.34846
1.00000,0.00000,0.50000,1.50000,0.05084,0.00000,0.00000,0.00000,0.43202
1.00000,0.00000,0.50000,1.50000,0.08647,0.00000,0.00000,0.00000,0.43207
0.00000,0.00000,4.00000,NaN,0.00804,0.00000,0.00000,0.00000,0.38527
1.00000,0.00000,2.50000,1.00000,0.03366,0.00000,0.00000,0.00000,0.42887
1.00000,0.00000,1.00000,1.50000,0.07498,0.00000,0.00000,0.00000,0.35277
1.00000,0.00000,1.50000,1.00000,0.03659,0.00000,0.00000,0.00000,0.46339
1.00000,0.00000,1.00000,1.50000,0.06795,0.00000,0.00000,0.00000,0.35867
1.00000,0.00000,1.00000,3.00000,0.03225,0.00000,0.00000,0.00000,0.45082
1.00000,0.00000,1.00000,1.50000,0.02210,0.00000,0.00000,0.00000,0.52512
0.00000,0.00000,-1.00000,NaN,0.03757,0.00000,0.00000,0.00000,0.38614
1.00000,0.00000,-0.50000,2.00000,0.07449,0.00000,0.00000,0.00000,0.39324
0.00000,0.00000,-2.00000,NaN,0.00626,0.00000,0.00000,0.00000,0.44955
0.00000,0.00000,-30.00000,NaN,0.01085,0.00000,0.00000,0.00000,0.45631
1.00000,0.00000,-2.00000,1.50000,0.01498,0.00000,0.00000,0.00000,0.42266
0.00000,0.00000,2.50000,NaN,0.01123,0.00000,0.00000,0.00000,0.39275
0.00000,0.00000,-3.50000,NaN,0.00742,0.00000,0.00000,0.00000,0.38378
0.00000,0.00000,1.50000,NaN,0.02068,0.00000,0.00000,0.00000,0.41655
1.00000,0.00000,1.00000,2.00000,0.03167,0.00000,0.00000,0.00000,0.31973
1.00000,0.00000,2.00000,1.00000,0.03834,0.00000,0.00000,0.00000,0.27610
1.00000,0.00000,-1.50000,2.00000,0.02126,0.00000,0.00000,0.00000,0.21178
1.00000,0.00000,0.50000,2.00000,0.13422,0.00000,0.00000,0.00000,0.11603
1.00000,0.00000,-1.00000,1.00000,0.06161,0.00000,0.00000,0.00000,0.27508
1.00000,0.00000,1.00000,3.00000,0.05863,0.00000,0.00000,0.00000,0.29192
1.00000,0.00000,1.00000,1.50000,0.08882,0.00000,0.00000,0.00000,0.10280
1.00000,0.00000,-1.00000,2.50000,0.06155,0.00000,0.00000,0.00000,0.49539
1.00000,0.00000,1.50000,2.50000,0.03827,0.00000,0.00000,0.00000,0.37712
1.00000,0.00000,1.50000,2.50000,0.06537,0.00000,0.00000,0.00000,0.37967
1.00000,0.00000,-1.00000,1.50000,0.04261,0.00000,0.00000,0.00000,0.52235
1.00000,0.00000,-0.50000,1.50000,0.09468,0.00000,0.00000,0.00000,0.37914
0.00000,0.00000,36.50000,NaN,0.03007,0.00000,0.00000,0.00000,0.30399
1.00000,0.00000,-2.00000,1.50000,0.01797,0.00000,0.00000,0.00000,0.56134
0.00000,0.00000,4.00000,NaN,0.01150,0.00000,0.00000,0.00000,0.32785
0.00000,0.00000,3.00000,NaN,0.02054,0.00000,0.00000,0.00000,0.36651
1.00000,0.00000,-1.00000,1.00000,0.02444,0.00000,0.00000,0.00000,0.25736
1.00000,0.00000,1.00000,1.50000,0.01277,0.00000,0.00000,0.00000,0.22102
1.00000,0.00000,-0.50000,1.50000,0.04095,0.00000,0.00000,0.00000,0.35220
1.00000,0.00000,1.50000,1.00000,0.01840,0.00000,0.00000,0.00000,0.09662
1.00000,0.00000,-1.00000,1.50000,0.00991,0.00000,0.00000,0.00000,0.07722
0.00000,0.00000,-1.50000,NaN,0.00650,0.00000,0.00000,0.00000,0.12929
1.00000,0.00000,0.50000,1.50000,0.00493,0.00000,0.00000,0.00000,0.19124
1.00000,0.00000,0.50000,1.50000,0.01691,0.00000,0.00000,0.00000,0.31907
1.00000,0.00000,1.00000,1.00000,0.03936,0.00000,0.00000,0.00000,0.38075
1.00000,0.00000,0.50000,1.00000,0.07643,0.00000,0.00000,0.00000,0.33048
1.00000,0.00000,0.50000,1.50000,0.14532,0.00000,0.00000,0.00000,0.34300
1.00000,0.00000,1.00000,1.50000,0.04954,0.00000,0.00000,0.00000,0.49729
1.00000,0.00000,1.50000,4.00000,0.03392,0.00000,0.00000,0.00000,0.11338
1.00000,0.00000,-1.00000,1.50000,0.01710,0.00000,0.00000,0.00000,0.27425
1.00000,0.00000,-0.50000,1.50000,0.04361,0.00000,0.00000,0.00000,0.29290
1.00000,0.00000,1.50000,1.50000,0.00776,0.00000,0.00000,0.00000,0.45519
1.00000,0.00000,1.50000,1.00000,0.02737,0.00000,0.00000,0.00000,0.15384
0.00000,0.00000,-25.00000,NaN,0.00304,0.00000,0.00000,0.00000,0.13904
1.00000,0.00000,1.00000,1.00000,0.00918,0.00000,0.00000,0.00000,0.20928
1.00000,0.00000,1.50000,1.50000,0.01830,0.00000,0.00000,0.00000,0.16031
0.00000,0.00000,-1.00000,NaN,0.00759,0.00000,0.00000,0.00000,0.30475
0.00000,0.00000,-0.50000,NaN,0.01637,0.00000,0.00000,0.00000,0.26290
0.00000,0.00000,1.00000,NaN,0.02083,0.00000,0.00000,0.00000,0.29969
0.00000,0.00000,-0.50000,NaN,0.00644,0.00000,0.00000,0.00000,0.27043
0.00000,0.00000,1.00000,NaN,0.01151,0.00000,0.00000,0.00000,0.32643
1.00000,0.00000,1.50000,1.50000,0.00877,0.00000,0.00000,0.00000,0.26718
1.00000,0.00000,1.50000,1.50000,0.01978,0.00000,0.00000,0.00000,0.23779
0.00000,0.00000,-24.50000,NaN,0.00592,0.00000,0.00000,0.00000,0.17772
1.00000,0.00000,1.00000,1.50000,0.01338,0.00000,0.00000,0.00000,0.30371
0.00000,0.00000,20.50000,NaN,0.00535,0.00000,0.00000,0.00000,0.12826
1.00000,0.00000,1.00000,1.00000,0.01321,0.00000,0.00000,0.00000,0.22810
1.00000,0.00000,0.50000,1.50000,0.03292,0.00000,0.00000,0.00000,0.17990
1.00000,0.00000,2.00000,1.50000,0.01044,0.00000,0.00000,0.00000,0.21845
1.00000,0.00000,0.50000,1.50000,0.00628,0.00000,0.00000,0.00000,0.33641
1.00000,0.00000,0.50000,1.00000,0.06851,0.00000,0.00000,0.00000,0.24889
1.00000,0.00000,1.00000,1.00000,0.01374,0.00000,0.00000,0.00000,0.31682
1.00000,0.00000,-1.00000,1.50000,0.01228,0.00000,0.00000,0.00000,0.21165
1.00000,0.00000,-0.50000,1.50000,0.04151,0.00000,0.00000,0.00000,0.19465
0.00000,0.00000,-29.00000,NaN,0.00336,0.00000,0.00000,0.00000,0.29833
1.00000,0.00000,-1.50000,1.50000,0.00716,0.00000,0.00000,0.00000,0.19860
0.00000,0.00000,-13.50000,NaN,0.00487,0.00000,0.00000,0.00000,0.36363
1.00000,0.00000,1.50000,1.50000,0.01295,0.00000,0.00000,0.00000,0.22444
1.00000,0.00000,1.50000,1.00000,0.00711,0.00000,0.00000,0.00000,0.34848
1.00000,0.00000,-1.00000,1.00000,0.02080,0.00000,0.00000,0.00000,0.23496
0.00000,0.00000,-1.00000,NaN,0.00416,0.00000,0.00000,0.00000,0.20017
0.00000,0.00000,-1.50000,NaN,0.00728,0.00000,0.00000,0.00000,0.26038
0.00000,0.00000,0.50000,NaN,0.00757,0.00000,0.00000,0.00000,0.20660
1.00000,0.00000,1.00000,1.50000,0.00850,0.00000,0.00000,0.00000,0.17668
0.00000,0.00000,22.50000,NaN,0.00486,0.00000,0.00000,0.00000,0.23777
0.00000,0.00000,0.50000,NaN,0.00642,0.00000,0.00000,0.00000,0.36971
0.00000,0.00000,1.00000,NaN,0.00784,0.00000,0.00000,0.00000,0.21436
0.00000,0.00000,-38.50000,NaN,0.00292,0.00000,0.00000,0.00000,0.23586
1.00000,0.00000,1.00000,2.00000,0.00852,0.00000,0.00000,0.00000,0.21000
1.00000,0.00000,-0.50000,1.00000,0.01112,0.00000,0.00000,0.00000,0.25720
0.00000,0.00000,14.00000,NaN,0.00462,0.00000,0.00000,0.00000,0.07279
0.00000,0.00000,-15.50000,NaN,0.00307,0.00000,0.00000,0.00000,0.14693
1.00000,0.00000,0.50000,1.00000,0.01920,0.00000,0.00000,0.00000,0.16971
0.00000,0.00000,0.50000,NaN,0.00888,0.00000,0.00000,0.00000,0.10510
1.00000,0.00000,1.00000,1.50000,0.02849,0.00000,0.00000,0.00000,0.12129
1.00000,0.00000,0.50000,1.00000,0.11965,0.00000,0.00000,0.00000,0.26706
1.00000,0.00000,-1.00000,1.00000,0.01250,0.00000,0.00000,0.00000,0.34897
0.00000,0.00000,2.00000,NaN,0.01584,0.00000,0.00000,0.00000,0.27493
1.00000,0.00000,-1.00000,1.50000,0.01786,0.00000,0.00000,0.00000,0.24210
0.00000,0.00000,-31.00000,NaN,0.00528,0.00000,0.00000,0.00000,0.34937
1.00000,0.00000,1.50000,1.50000,0.01217,0.00000,0.00000,0.00000,0.41236
0.00000,0.00000,-1.00000,NaN,0.00635,0.00000,0.00000,0.00000,0.37983
0.00000,0.00000,0.50000,NaN,0.01059,0.00000,0.00000,0.00000,0.23954
1.00000,0.00000,1.00000,1.50000,0.00746,0.00000,0.00000,0.00000,0.36409
1.00000,0.00000,0.50000,1.50000,0.01525,0.00000,0.00000,0.00000,0.18406
0.00000,0.00000,1.00000,NaN,0.00723,0.00000,0.00000,0.00000,0.30572
1.00000,0.00000,-0.50000,1.00000,0.04320,0.00000,0.00000,0.00000,0.27828
1.00000,0.00000,1.50000,1.50000,0.01326,0.00000,0.00000,0.00000,0.18103
0.00000,0.00000,-29.00000,NaN,0.00324,0.00000,0.00000,0.00000,0.18534
0.00000,0.00000,-32.00000,NaN,0.00447,0.00000,0.00000,0.00000,0.44684
1.00000,0.00000,13.50000,1.00000,0.01018,0.00000,0.00000,0.00000,0.35825
0.00000,0.00000,-0.50000,NaN,0.01795,0.00000,0.00000,0.00000,0.10605
1.00000,0.00000,0.50000,1.50000,0.01104,0.00000,0.00000,0.00000,0.21512
0.00000,0.00000,0.50000,NaN,0.00766,0.00000,0.00000,0.00000,0.14708
1.00000,0.00000,0.50000,1.50000,0.01540,0.00000,0.00000,0.00000,0.20077
1.00000,0.00000,1.50000,1.50000,0.01554,0.00000,0.00000,0.00000,0.20982
1.00000,0.00000,-1.00000,2.00000,0.01059,0.00000,0.00000,0.00000,0.20550
0.00000,0.00000,-38.50000,NaN,0.00556,0.00000,0.00000,0.00000,0.13546
0.00000,0.00000,-6.00000,NaN,0.01264,0.00000,0.00000,0.00000,0.42430
0.00000,0.00000,-14.50000,NaN,0.01018,0.00000,0.00000,0.00000,0.13749
1.00000,0.00000,1.00000,1.50000,0.02520,0.00000,0.00000,0.00000,0.38499
1.00000,0.00000,1.00000,1.50000,0.01562,0.00000,0.00000,0.00000,0.45196
0.00000,0.00000,-1.50000,NaN,0.00442,0.00000,0.00000,0.00000,0.43225
1.00000,0.00000,-1.00000,1.00000,0.00975,0.00000,0.00000,0.00000,0.29050
1.00000,0.00000,-1.50000,1.50000,0.01389,0.00000,0.00000,0.00000,0.19372
0.00000,0.00000,0.50000,NaN,0.00345,0.00000,0.00000,0.00000,0.12394
1.00000,0.00000,-1.00000,1.50000,0.01619,0.00000,0.00000,0.00000,0.31832
1.00000,0.00000,0.50000,1.50000,0.00924,0.00000,0.00000,0.00000,0.18829
0.00000,0.00000,0.50000,NaN,0.03490,0.00000,0.00000,0.00000,0.24950
0.00000,0.00000,-9.00000,NaN,0.00470,0.00000,0.00000,0.00000,0.39053
0.00000,0.00000,12.50000,NaN,0.00424,0.00000,0.00000,0.00000,0.53196
0.00000,0.00000,-39.50000,NaN,0.00578,0.00000,0.00000,0.00000,0.32482
1.00000,0.00000,-28.00000,1.50000,0.00647,0.00000,0.00000,0.00000,0.49731
1.00000,0.00000,1.00000,1.50000,0.01143,0.00000,0.00000,0.00000,0.38477
0.00000,0.00000,37.50000,NaN,0.01130,0.00000,0.00000,0.00000,0.30691
1.00000,0.00000,2.00000,1.00000,0.00783,0.00000,0.00000,0.00000,0.11672
1.00000,0.00000,-22.50000,1.00000,0.00510,0.00000,0.00000,0.00000,0.51853
1.00000,0.00000,20.50000,1.00000,0.01756,0.00000,0.00000,0.00000,0.10403
0.00000,0.00000,-6.50000,NaN,0.00917,0.00000,0.00000,0.00000,0.32599
1.00000,0.00000,1.00000,1.50000,0.01298,0.00000,0.00000,0.00000,0.23768
0.00000,0.00000,35.50000,NaN,0.00848,0.00000,0.00000,0.00000,0.20639
1.00000,0.00000,-25.00000,1.00000,0.00307,0.00000,0.00000,0.00000,0.42878
0.00000,0.00000,-28.50000,NaN,0.00917,0.00000,0.00000,0.00000,0.26242
0.00000,0.00000,-18.50000,NaN,0.00333,0.00000,0.00000,0.00000,0.29917
0.00000,0.00000,-2.00000,NaN,0.00479,0.00000,0.00000,0.00000,0.40815
1.00000,0.00000,0.00000,1.50000,0.01052,0.00000,0.00000,0.00000,0.27461
1.00000,0.00000,1.50000,1.50000,0.00671,0.00000,0.00000,0.00000,0.34511
0.00000,0.00000,0.50000,NaN,0.00773,0.00000,0.00000,0.00000,0.36771
1.00000,0.00000,0.00000,2.00000,0.01803,0.00000,0.00000,0.00000,0.33276
1.00000,0.00000,11.50000,1.00000,0.00497,0.00000,0.00000,0.00000,0.50328
1.00000,0.00000,-0.50000,1.00000,0.00460,0.00000,0.00000,0.00000,0.41587
1.00000,0.00000,-33.00000,1.00000,0.00316,0.00000,0.00000,0.00000,0.45330
1.00000,0.00000,-2.00000,1.00000,0.01441,0.00000,0.00000,0.00000,0.20205
1.00000,0.00000,-26.50000,1.50000,0.00747,0.00000,0.00000,0.00000,0.51138
1.00000,0.00000,2.00000,1.50000,0.01150,0.00000,0.00000,0.00000,0.38336
1.00000,0.00000,-0.50000,1.00000,0.00769,0.00000,0.00000,0.00000,0.25625
1.00000,0.00000,-1.00000,1.00000,0.03372,0.00000,0.00000,0.00000,0.22087
1.00000,0.00000,-1.00000,1.50000,0.01988,0.00000,0.00000,0.00000,0.30139
1.00000,0.00000,0.50000,1.50000,0.01766,0.00000,0.00000,0.00000,0.28108
1.00000,0.00000,0.50000,1.50000,0.03563,0.00000,0.00000,0.00000,0.33447
1.00000,0.00000,0.50000,1.50000,0.02287,0.00000,0.00000,0.00000,0.31443
0.00000,0.00000,-1.50000,NaN,0.00602,0.00000,0.00000,0.00000,0.12804
1.00000,0.00000,-1.50000,1.00000,0.01259,0.00000,0.00000,0.00000,0.19680
1.00000,0.00000,-1.50000,1.50000,0.00922,0.00000,0.00000,0.00000,0.14504
1.00000,0.00000,-0.50000,1.00000,0.06016,0.00000,0.00000,0.00000,0.20352
1.00000,0.00000,-2.50000,1.50000,0.00566,0.00000,0.00000,0.00000,0.45479
0.00000,0.00000,-38.00000,NaN,0.00978,0.00000,0.00000,0.00000,0.14158
0.00000,0.00000,-37.00000,NaN,0.00815,0.00000,0.00000,0.00000,0.15781
0.00000,0.00000,1.50000,NaN,0.02852,0.00000,0.00000,0.00000,0.18527
1.00000,0.00000,-2.00000,1.00000,0.01545,0.00000,0.00000,0.00000,0.30242
1.00000,0.00000,-24.50000,1.00000,0.00539,0.00000,0.00000,0.00000,0.53864
1.00000,0.00000,-1.00000,1.00000,0.00777,0.00000,0.00000,0.00000,0.35069
0.00000,0.00000,-26.00000,NaN,0.00628,0.00000,0.00000,0.00000,0.10291
0.00000,0.00000,1.00000,NaN,0.01546,0.00000,0.00000,0.00000,0.24730
0.00000,0.00000,1.00000,NaN,0.01295,0.00000,0.00000,0.00000,0.11276
1.00000,0.00000,1.00000,1.50000,0.04436,0.00000,0.00000,0.00000,0.12860
1.00000,0.00000,1.00000,1.50000,0.01005,0.00000,0.00000,0.00000,0.19036
0.00000,0.00000,1.00000,NaN,0.00995,0.00000,0.00000,0.00000,0.19096
0.00000,0.00000,0.50000,NaN,0.01930,0.00000,0.00000,0.00000,0.21760
0.00000,0.00000,1.00000,NaN,0.00955,0.00000,0.00000,0.00000,0.22273
0.00000,0.00000,-32.50000,NaN,0.00396,0.00000,0.00000,0.00000,0.22522
1.00000,0.00000,0.50000,1.00000,0.03235,0.00000,0.00000,0.00000,0.20519
1.00000,0.00000,1.00000,1.00000,0.01321,0.00000,0.00000,0.00000,0.53599
0.00000,0.00000,36.50000,NaN,0.00496,0.00000,0.00000,0.00000,0.31225
1.00000,0.00000,-31.50000,1.00000,0.00294,0.00000,0.00000,0.00000,0.33725
1.00000,0.00000,9.50000,1.00000,0.00456,0.00000,0.00000,0.00000,0.49022
0.00000,0.00000,8.00000,NaN,0.00864,0.00000,0.00000,0.00000,0.41269
1.00000,0.00000,-21.00000,1.50000,0.01121,0.00000,0.00000,0.00000,0.41355
1.00000,0.00000,-26.50000,1.50000,0.00492,0.00000,0.00000,0.00000,0.55402
1.00000,0.00000,-1.50000,1.50000,0.02876,0.00000,0.00000,0.00000,0.32226
1.00000,0.00000,-0.50000,1.00000,0.05045,0.00000,0.00000,0.00000,0.58348
1.00000,0.00000,0.50000,2.00000,0.04726,0.00000,0.00000,0.00000,0.48382
0.00000,0.00000,35.00000,NaN,0.00852,0.00000,0.00000,0.00000,0.25516
1.00000,0.00000,1.00000,1.50000,0.04716,0.00000,0.00000,0.00000,0.28416
1.00000,0.00000,1.00000,1.00000,0.02610,0.00000,0.00000,0.00000,0.44202
1.00000,0.00000,-0.50000,1.00000,0.02723,0.00000,0.00000,0.00000,0.33086
0.00000,0.00000,-5.00000,NaN,0.00800,0.00000,0.00000,0.00000,0.31797
1.00000,0.00000,0.50000,1.50000,0.06405,0.00000,0.00000,0.00000,0.41893
0.00000,0.00000,38.50000,NaN,0.00669,0.00000,0.00000,0.00000,0.29916
1.00000,0.00000,1.00000,1.50000,0.03591,0.00000,0.00000,0.00000,0.42773
1.00000,0.00000,1.00000,1.50000,0.02560,0.00000,0.00000,0.00000,0.58928
1.00000,0.00000,1.00000,1.00000,0.01667,0.00000,0.00000,0.00000,0.25017
1.00000,0.00000,0.50000,1.00000,0.07000,0.00000,0.00000,0.00000,0.17319
1.00000,0.00000,1.50000,1.50000,0.02710,0.00000,0.00000,0.00000,0.23017
0.00000,0.00000,-1.00000,NaN,0.01329,0.00000,0.00000,0.00000,0.12950
1.00000,0.00000,1.50000,1.00000,0.01417,0.00000,0.00000,0.00000,0.18153
1.00000,0.00000,-0.50000,1.00000,0.02690,0.00000,0.00000,0.00000,0.18881
0.00000,0.00000,36.50000,NaN,0.01438,0.00000,0.00000,0.00000,0.18372
0.00000,0.00000,7.50000,NaN,0.00974,0.00000,0.00000,0.00000,0.18961
1.00000,0.00000,0.50000,1.00000,0.07471,0.00000,0.00000,0.00000,0.18348
0.00000,0.00000,-1.50000,NaN,0.02278,0.00000,0.00000,0.00000,0.24360
0.00000,0.00000,-1.00000,NaN,0.00897,0.00000,0.00000,0.00000,0.21251
0.00000,0.00000,0.50000,NaN,0.02016,0.00000,0.00000,0.00000,0.23252
1.00000,0.00000,1.00000,1.50000,0.04550,0.00000,0.00000,0.00000,0.30263
0.00000,0.00000,-17.50000,NaN,0.01562,0.00000,0.00000,0.00000,0.35707
1.00000,0.00000,0.50000,1.00000,0.10260,0.00000,0.00000,0.00000,0.36640
1.00000,0.00000,-1.00000,1.00000,0.02000,0.00000,0.00000,0.00000,0.41721
1.00000,0.00000,-1.00000,1.00000,0.02756,0.00000,0.00000,0.00000,0.39832
1.00000,0.00000,0.50000,1.00000,0.13915,0.00000,0.00000,0.00000,0.54476
0.00000,0.00000,-1.00000,NaN,0.01395,0.00000,0.00000,0.00000,0.10070
0.00000,0.00000,-36.00000,NaN,0.01688,0.00000,0.00000,0.00000,0.31785
1.00000,0.00000,0.50000,1.00000,0.10746,0.00000,0.00000,0.00000,0.29155
0.00000,0.00000,0.50000,NaN,0.02627,0.00000,0.00000,0.00000,0.29393
0.00000,0.00000,-21.50000,NaN,0.01204,0.00000,0.00000,0.00000,0.18790
1.00000,0.00000,0.50000,1.00000,0.07467,0.00000,0.00000,0.00000,0.21500
1.00000,0.00000,1.00000,1.50000,0.03457,0.00000,0.00000,0.00000,0.22155
1.00000,0.00000,0.50000,1.00000,0.07187,0.00000,0.00000,0.00000,0.56411
1.00000,0.00000,1.00000,1.50000,0.01943,0.00000,0.00000,0.00000,0.59983
1.00000,0.00000,-0.50000,1.50000,0.03239,0.00000,0.00000,0.00000,0.55501
0.00000,0.00000,1.50000,NaN,0.01192,0.00000,0.00000,0.00000,0.24137
0.00000,0.00000,-37.50000,NaN,0.00639,0.00000,0.00000,0.00000,0.17995
1.00000,0.00000,0.50000,1.00000,0.03943,0.00000,0.00000,0.00000,0.17511
1.00000,0.00000,-1.50000,1.00000,0.00350,0.00000,0.00000,0.00000,0.29883
1.00000,0.00000,1.00000,1.50000,0.01693,0.00000,0.00000,0.00000,0.28220
1.00000,0.00000,0.50000,1.50000,0.01347,0.00000,0.00000,0.00000,0.35878
0.00000,0.00000,-12.00000,NaN,0.00448,0.00000,0.00000,0.00000,0.21163
0.00000,0.00000,32.00000,NaN,0.01045,0.00000,0.00000,0.00000,0.22588
1.00000,0.00000,1.50000,1.00000,0.02945,0.00000,0.00000,0.00000,0.23958
0.00000,0.00000,-2.00000,NaN,0.03634,0.00000,0.00000,0.00000,0.22318
1.00000,0.00000,1.00000,1.50000,0.12511,0.00000,0.00000,0.00000,0.45657
1.00000,0.00000,0.50000,1.00000,0.08929,0.00000,0.00000,0.00000,0.49155
0.00000,0.00000,-4.50000,NaN,0.04152,0.00000,0.00000,0.00000,0.23422
0.00000,0.00000,1.00000,NaN,0.06450,0.00000,0.00000,0.00000,0.21748
0.00000,0.00000,-27.50000,NaN,0.02936,0.00000,0.00000,0.00000,0.19184
1.00000,0.00000,1.00000,1.00000,0.01774,0.00000,0.00000,0.00000,0.45384
0.00000,0.00000,-35.00000,NaN,0.00526,0.00000,0.00000,0.00000,0.45902
1.00000,0.00000,-1.00000,1.00000,0.01960,0.00000,0.00000,0.00000,0.38456
0.00000,0.00000,-32.00000,NaN,0.00912,0.00000,0.00000,0.00000,0.19065
1.00000,0.00000,0.50000,1.00000,0.03672,0.00000,0.00000,0.00000,0.29650
0.00000,0.00000,12.00000,NaN,0.01724,0.00000,0.00000,0.00000,0.41691
1.00000,0.00000,0.50000,1.00000,0.05555,0.00000,0.00000,0.00000,0.37544
1.00000,0.00000,0.50000,1.50000,0.02901,0.00000,0.00000,0.00000,0.42418
1.00000,0.00000,-0.50000,1.00000,0.02910,0.00000,0.00000,0.00000,0.51216
1.00000,0.00000,0.50000,1.50000,0.02555,0.00000,0.00000,0.00000,0.23808
1.00000,0.00000,1.50000,1.50000,0.03663,0.00000,0.00000,0.00000,0.28538
1.00000,0.00000,1.50000,1.50000,0.03275,0.00000,0.00000,0.00000,0.29309
1.00000,0.00000,1.50000,2.00000,0.01117,0.00000,0.00000,0.00000,0.29454
0.00000,0.00000,37.50000,NaN,0.01153,0.00000,0.00000,0.00000,0.28464
0.00000,0.00000,1.00000,NaN,0.00975,0.00000,0.00000,0.00000,0.16515
0.00000,0.00000,-34.00000,NaN,0.02147,0.00000,0.00000,0.00000,0.55589
1.00000,0.00000,1.00000,1.00000,0.02290,0.00000,0.00000,0.00000,0.42326
0.00000,0.00000,-36.50000,NaN,0.00386,0.00000,0.00000,0.00000,0.23405
0.00000,0.00000,-35.50000,NaN,0.01641,0.00000,0.00000,0.00000,0.32958
1.00000,0.00000,0.50000,1.50000,0.12883,0.00000,0.00000,0.00000,0.42383
0.00000,0.00000,-17.00000,NaN,0.01475,0.00000,0.00000,0.00000,0.20908
1.00000,0.00000,0.50000,1.00000,0.08436,0.00000,0.00000,0.00000,0.29608
1.00000,0.00000,1.00000,1.00000,0.01418,0.00000,0.00000,0.00000,0.50633
0.00000,0.00000,23.50000,NaN,0.01251,0.00000,0.00000,0.00000,0.35731
0.00000,0.00000,-1.50000,NaN,0.00695,0.00000,0.00000,0.00000,0.22387
1.00000,0.00000,-1.00000,1.00000,0.03445,0.00000,0.00000,0.00000,0.42556
0.00000,0.00000,0.50000,NaN,0.01344,0.00000,0.00000,0.00000,0.42143
1.00000,0.00000,1.00000,1.00000,0.02300,0.00000,0.00000,0.00000,0.54705
1.00000,0.00000,1.00000,1.00000,0.02889,0.00000,0.00000,0.00000,0.50376
1.00000,0.00000,-1.00000,1.50000,0.01584,0.00000,0.00000,0.00000,0.18429
1.00000,0.00000,1.00000,2.00000,0.01907,0.00000,0.00000,0.00000,0.25001
1.00000,0.00000,-1.00000,1.00000,0.10024,0.00000,0.00000,0.00000,0.10056
1.00000,0.00000,0.50000,1.50000,0.03729,0.00000,0.00000,0.00000,0.22430
1.00000,0.00000,0.50000,1.00000,0.01531,0.00000,0.00000,0.00000,0.08669
1.00000,0.00000,-1.00000,1.00000,0.10812,0.00000,0.00000,0.00000,0.15263
1.00000,0.00000,-1.50000,1.50000,0.00802,0.00000,0.00000,0.00000,0.17769
